tweet_text,compound_pos_ratio,compound_neu_ratio,compound_neg_ratio,compound_mean,max_compound_score,min_compound_score,median_compound_score,var,avg_pos_score,avg_neu_score,avg_neg_score,reaction_tweet_amount,tweet_type
"#BREAKING: A #Germanwings Airbus A320 plane has crashed in southern France, police and aviation officials say.",0.143,0.143,0.714,0.4032,0.3382,-0.6369,0.4404,0.040093477142857145,0.119,0.542,0.338,7,rumours
"Airbus plane operated by Lufthansa's Germanwings airline crashes in southern France, officials say - @Reuters http://t.co/by471NAzFg",0.231,0.154,0.615,0.36894615384615387,0.6486,-0.6486,0.4019,0.05313315633136094,0.116,0.723,0.160,13,rumours
Now hearing 148 passengers + crew on board the #A320 that has crashed in southern French Alps. #GermanWings flight. @BBCWorld,0.500,0.500,0.000,0.3018,0.6036,0.0,0.3018,0.09108324000000001,0.086,0.914,0.000,2,rumours
"BREAKING - A320, owned by Lufthansa affiliate GermanWings was travelling between Barcelona and Dusseldorf when it went down in French Alps",0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,rumours
"BREAKING: A #Lufthansa #Germanwings Airbus jet carrying 148 people has crashed in southern #France, en route from #Barcelona to #Duesseldorf",1.000,0.000,0.000,0.3802,0.3802,0.3802,0.3802,0.0,0.115,0.885,0.000,1,rumours
Hashtags #4U9525 #GermanWings #A320 all useful for latest info on plane crash in southern France.,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,rumours
MORE: Airbus #A320 was lost from Flightradar24 at 6800 feet at 09.39 UTC time #GermanWings http://t.co/WKhAjiH6pQ http://t.co/n4vTej13ff,0.250,0.000,0.750,0.49160000000000004,0.3182,-0.8074,0.4204,0.035155145,0.033,0.745,0.222,4,rumours
"BREAKING: Airbus A320 with 142 passengers and 6 crew members crashes in #Digne, France #4U9525 http://t.co/XTMaa9mAV2 http://t.co/ADAEpPZdMY",0.222,0.556,0.222,0.2335,0.6647,-0.7574,0.0221,0.07936783555555554,0.131,0.791,0.079,18,rumours
Our last position reports of the Germanwings plane shows a very rapid descent http://t.co/OhJAEeyVoK,0.233,0.633,0.133,0.12098333333333335,0.4738,-0.6458,0.0,0.03592275938888889,0.101,0.864,0.035,30,rumours
German Wings Airbus A320 #4U9525 lost from @Flightradar24 at 6800 ft at 09.39 UTC time UPDATES http://t.co/XTMaa9mAV2 http://t.co/VwZmbhcUsn,0.429,0.143,0.429,0.3905571428571429,0.6369,-0.6486,0.3612,0.06336006244897958,0.170,0.730,0.100,7,rumours
"Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/k6pv4OsCQI",0.077,0.769,0.154,0.1527769230769231,0.6369,-0.8225,0.0,0.0812408079289941,0.039,0.878,0.083,13,rumours
"Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/cBKN5dN40H",0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,rumours
German Wings airline tweeting now about reports of plane crashing in French Alps with 148 on board: @germanwings http://t.co/SqUrmcvNKt,0.500,0.000,0.500,0.60175,0.4019,-0.8016,0.60175,0.039940022500000005,0.287,0.515,0.198,2,rumours
BREAKING: German air traffic control confirms to NBC NEws that a Germanwings flight has crashed in France. http://t.co/QbF4sKLTCX,0.211,0.263,0.526,0.32906842105263157,0.8772,-0.6249,0.3818,0.0563935232132964,0.095,0.719,0.186,19,rumours
Germanwings passenger plane crashes in France: http://t.co/BSJhGgMChG,0.000,0.500,0.500,0.20095,0.0,-0.4019,0.20095,0.040380902499999996,0.000,0.713,0.287,2,rumours
Germanwings plane crash: Airbus A320 crashes in French Alps with 148 on board -latest updates http://t.co/5K1ZxWqXh0 http://t.co/vzStX3iozK,0.250,0.500,0.250,0.2567,0.6249,-0.4019,0.20095,0.072111015,0.179,0.771,0.049,4,rumours
"""The pilot did send an SOS message saying the plane was in distress."" -@BillNeelyNBC reporting on #germanwings plane crash.",0.000,0.000,1.000,0.68775,-0.6486,-0.7269,0.68775,0.0015327225000000015,0.000,0.733,0.267,2,rumours
"JUST IN: Germanwings plane crashes in southern France, up to 150 feared dead http://t.co/GIZjXnqBU3",0.000,1.000,0.000,0.0258,0.0258,0.0258,0.0258,0.0,0.524,0.476,0.000,1,rumours
French President François Hollande states that there are no survivors expected in the Germanwings #4U9525 crash.,1.000,0.000,0.000,0.2732,0.2732,0.2732,0.2732,0.0,0.104,0.896,0.000,1,rumours
BREAKING - Germanwings #A320 from Barcelona to Dusseldorf sent out a distress call at 1047 local time,0.000,0.667,0.333,0.1998,0.0,-0.5994,0.0,0.07984008000000002,0.000,0.909,0.091,3,rumours
"France's transport minister says distress signal was sent from Germanwings plane - @patthomas, @europe1 http://t.co/by471NAzFg",0.000,0.250,0.750,0.4329,0.0,-0.6486,0.5415,0.064488725,0.000,0.720,0.280,4,rumours
"Flight #4U9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. http://t.co/MthXQ232Hn",0.269,0.500,0.231,0.19583076923076922,0.7311,-0.8271,0.064,0.05203071405325447,0.071,0.874,0.055,52,rumours
"Flight #4U9525 climbed to 38,000 feet before before it started to descend and lost signal at 6,800ft /@flightradar24 http://t.co/CIG4wqG5cU",0.167,0.000,0.833,0.45513333333333333,0.2924,-0.8466,0.3851,0.03812963555555556,0.070,0.568,0.361,6,rumours
#4U9525 UPDATE: 150 people were on board: 142 passengers and 8 crew members http://t.co/ccQWJzwpYZ,0.333,0.167,0.500,0.43041666666666667,0.6369,-0.5267,0.51865,0.04781923138888889,0.159,0.717,0.125,6,rumours
"French President Hollande says that he expects there to be ""no survivors"" in the Germanwings plane crash. 148 passengers reportedly onboard.",0.000,0.333,0.667,0.21773333333333333,0.0,-0.3818,0.2714,0.02573526222222222,0.000,0.866,0.134,3,rumours
"Flight #4U9525 was descending with a rate of about 3000-4000 feet per minute, which is quite standard for an airport approach.",0.306,0.333,0.361,0.30185833333333334,0.7384,-0.6597,0.35,0.06347958465277777,0.168,0.751,0.080,36,rumours
All passengers and crew feared dead after A320 plane crashes in southern France  http://t.co/H3YACXHTjK #4U9525 More to follow.,0.182,0.182,0.636,0.5605272727272728,0.6249,-0.8807,0.6249,0.093787492892562,0.119,0.570,0.310,11,rumours
UPDATE: French President François Hollande has said that no survivors are expected in Germanwings plane crash over France. #9News,0.000,0.000,1.000,0.4019,-0.4019,-0.4019,0.4019,0.0,0.000,0.838,0.162,1,rumours
"French PM: fears 142-150 passengers died when @germanwings flight #4U9525 crashed in the French Alps

#Airbus #A320 http://t.co/hpCGZtf2qd",0.250,0.500,0.250,0.265375,0.3612,-0.7003,0.1806,0.08479749187500002,0.083,0.835,0.082,4,rumours
"BREAKING: French President Francois Hollande says “apparently no survivors"" in Germanwings crash, at least 148 passengers on the plane",0.333,0.333,0.333,0.25630000000000003,0.1695,-0.5994,0.1695,0.06364718000000001,0.064,0.861,0.075,3,rumours
"Heart goes out to 148 passengers and crew of Germanwings Airbus A320 that has crashed in French Alps, Southern France http://t.co/K7fmJLRt4G",0.545,0.000,0.455,0.5324363636363636,0.7625,-0.9584,0.5848,0.07147335504132231,0.143,0.603,0.254,11,rumours
.@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/Hl7IVhZCmy,0.143,0.429,0.429,0.23897619047619045,0.4404,-0.7579,0.2411,0.06085340848072561,0.067,0.805,0.128,21,rumours
"#BREAKING: Germanwings jetliner has crashed in Southeastern France, according to officials. All 148 on board are feared dead.",0.000,0.000,1.000,0.4767,-0.4767,-0.4767,0.4767,0.0,0.000,0.860,0.140,1,rumours
"The Germanwings #AirbusA320 was headed from Barcelona, Spain, to Dusseldorf, Germany, French Prime Minister said. http://t.co/iWeLBpmiHS",0.412,0.294,0.294,0.37071764705882354,0.743,-0.7351,0.4404,0.07202095910034602,0.098,0.784,0.118,17,rumours
IMAGE: .@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/MoG0h2Dvaq,0.500,0.500,0.000,0.1366,0.2732,0.0,0.1366,0.01865956,0.061,0.939,0.000,2,rumours
"Reports: Crashed #Germanwings plane was carrying 148 people, including 142 passengers, two pilots and four flight attendants.",0.000,0.500,0.500,0.3243,0.0,-0.6486,0.3243,0.10517048999999999,0.000,0.859,0.141,2,rumours
"Germanwings plane crashes in France, up to 150 feared dead http://t.co/n44I07mnoh",0.111,0.333,0.556,0.3861555555555556,0.3612,-0.8176,0.4767,0.09512234246913581,0.044,0.660,0.295,9,rumours
"Germanwings crash plane 'lost signal at 6,800 feet', flight radar shows http://t.co/AjQxaENYSb http://t.co/cgU1GqKYqK",0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,2,rumours
Pilots of crashed Germanwings flight declared emergency at 10:47 a.m. as plane fell rapidly. http://t.co/9YonrFRes3,0.500,0.500,0.000,0.172,0.3182,-0.0258,0.172,0.021374439999999998,0.189,0.760,0.052,2,rumours
Germanwings Airbus A320 crashes in French Alps: flightradar data shows flight #4U9525 had rapid descent http://t.co/WcNAHONCnQ,0.000,0.000,1.000,0.769,-0.769,-0.769,0.769,0.0,0.063,0.610,0.328,1,rumours
"Passenger plane carrying 148 people crashes in the French Alps en route from Spain to Germany.
#Germanwings",1.000,0.000,0.000,0.2732,0.2732,0.2732,0.2732,0.0,0.208,0.792,0.000,1,rumours
VIDEO -  BREAKING NEWS - Germanwings Airbus crashes in the French Alps with 148 onboard http://t.co/C2fJV2Uapu http://t.co/y0RoEPBMqM,0.000,0.000,1.000,0.6486,-0.6486,-0.6486,0.6486,0.0,0.000,0.719,0.281,1,rumours
"A Germanwings Airbus A320, flight #4U9525 BCN-DUS, crashed in southern France; 148 on board http://t.co/tUtpc26daX",0.500,0.500,0.000,0.0286,0.0572,0.0,0.0286,0.0008179600000000001,0.190,0.810,0.000,2,rumours
The French president has said he believed none of the 148 people on board #Germanwings flight #4U9525 plane survived http://t.co/KC9NBcEzSV,0.500,0.000,0.500,0.4235,0.4939,-0.6486,0.43374999999999997,0.029608884999999995,0.121,0.719,0.160,4,rumours
"My heart goes out to the victims of GermanWings crashed near Marseille, France. 142 passengers, 6crew all feared dead http://t.co/8HbQacJ3id",0.000,0.500,0.500,0.3243,0.0,-0.6486,0.3243,0.10517048999999999,0.000,0.859,0.141,2,rumours
"1047 call: DGAC source says pilots called «urgence, urgence» (“emergency, emergency”), as opposed to a mayday call or 7700 squawk. #4U9525",0.214,0.643,0.143,0.08530000000000001,0.2732,-0.296,0.0,0.015832638571428574,0.037,0.905,0.058,14,rumours
#4U9525 From FL380 to FL110 in 8 min? That's average rate of descent 3375 fpm! Than levelled off at FL068? What the hell was going on there?,0.222,0.222,0.556,0.28965555555555556,0.2158,-0.6113,0.3182,0.04417975580246914,0.046,0.790,0.165,9,rumours
#Breaking: A plane carrying at least 142 people crashes in  France. French PM says unlikely anyone on the #Germanwings  jetliner survived,0.000,0.000,1.000,0.6597,-0.6597,-0.6597,0.6597,0.0,0.000,0.779,0.221,1,rumours
"#Germanwings latest: http://t.co/8tZopIBYLh
- #Airbus A320 crashes in French Alps
- Barcelona-to-Dusseldorf flight
- 142 passengers &amp; 6 crew",0.250,0.200,0.550,0.36638000000000004,0.6369,-0.7469,0.39185,0.054141420599999976,0.138,0.684,0.178,20,rumours
148 people feared dead after Germanwings Airbus crash in France: http://t.co/uuK7F3uSVP http://t.co/Y7e55cwW7B,0.200,0.200,0.600,0.50336,0.8313,-0.9231,0.5106,0.10101622639999999,0.102,0.531,0.367,15,rumours
148 people feared dead after Germanwings Airbus crash in France: http://t.co/oAgrXXrjuj http://t.co/Na2JBSCshD,1.000,0.000,0.000,0.2411,0.2411,0.2411,0.2411,0.0,0.395,0.605,0.000,1,rumours
French junior minister for Transport Alain Vidalies confirms they are no survivors in the #Germanwings #A320 crash. http://t.co/ZLIz1oY8wF,0.000,0.500,0.500,0.366675,0.0,-0.8181,0.3243,0.138041836875,0.000,0.825,0.175,4,rumours
"Tracking data shows descent of #4U9525 was very aggressive, but not full freefall. (image via @planefinder)http://t.co/vV6LPavase",0.333,0.333,0.333,0.27153333333333335,0.7959,-0.8176,0.20835,0.07305473388888889,0.076,0.845,0.079,24,rumours
French president: No survivors likely in Germanwings crash http://t.co/ZCVYX4B1lQ,0.000,0.167,0.833,0.3580666666666667,0.0,-0.8081,0.3149,0.09057914222222223,0.117,0.405,0.478,6,rumours
"Before crash, pilots of #Germanwings A320 reported emergency at 10:47 local time and descended rapidly to 5,000 feet. http://t.co/CwF82tkUVg",0.000,0.000,1.000,0.34,-0.34,-0.34,0.34,0.0,0.000,0.714,0.286,1,rumours
"#Germanwings update: 
- #Airbus A320 crashes in French Alps
- Barcelona-to-Dusseldorf flight
- 142 passengers &amp; 6 crew members",0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,rumours
#WATCH: An aviation expert says the #4U9525 distress call was circulated on Twitter within three minutes. http://t.co/ywO1t8O4XI,0.000,0.000,1.000,0.4767,-0.4767,-0.4767,0.4767,0.0,0.060,0.783,0.157,1,rumours
"Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",0.214,0.429,0.357,0.1961928571428571,0.5875,-0.4836,0.1026,0.04397964780612244,0.041,0.881,0.078,14,rumours
#Germanwings passenger plane crashes in French Alps with 148 onboard http://t.co/JCDZtv8We0 http://t.co/yE0hUNdiTr,0.111,0.444,0.444,0.3071555555555555,0.1511,-0.7845,0.1511,0.10746327802469136,0.066,0.610,0.323,9,rumours
BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/bnEGQsxBFL,0.316,0.316,0.368,0.3468263157894737,0.8807,-0.836,0.3506,0.09829884193905816,0.166,0.712,0.122,19,rumours
"Germanwings flight A320 plunged 31,200 feet in just ten minutes, according to radar data http://t.co/hv1iOCbIHA http://t.co/OQ4nlyTZ4y",0.280,0.440,0.280,0.268288,0.7269,-0.7311,0.296,0.073967501056,0.100,0.777,0.124,25,rumours
"Germanwings statement says Flight 4U9525 crashed at 11:20 local time; 144 passengers, 6 crew on board - @Morning_Joe http://t.co/by471NAzFg",0.222,0.222,0.556,0.4240777777777778,0.5499,-0.8029,0.4404,0.07634775728395063,0.078,0.570,0.353,9,rumours
#BREAKING Germanwings says 144 passengers and 6 crew on crashed plane,0.000,0.500,0.500,0.05135,0.0,-0.1027,0.05135,0.0026368224999999998,0.000,0.948,0.052,2,rumours
UPDATE: Germanwings says 144 passengers and 6 crew members were aboard the jet that crashed in France. http://t.co/QbF4sKLTCX,0.000,1.000,0.000,0.0334,-0.0334,-0.0334,0.0334,0.0,0.242,0.509,0.249,1,rumours
BREAKING Germanwings says 144 passengers and 6 crew on crashed plane http://t.co/wFg8KTSve2 http://t.co/qTYmopB5aj,0.500,0.000,0.500,0.4819,0.5423,-0.4215,0.4819,0.003648160000000001,0.406,0.385,0.209,2,rumours
"#BREAKING: Death toll on #Germanwings flight #4U9525 rises to 150 #A320
http://t.co/NK5U1GpHxL",0.000,0.500,0.500,0.1358,0.0,-0.2716,0.1358,0.018441640000000002,0.072,0.797,0.130,2,rumours
"#Germanwings ""sorry to confirm"" 144 passengers &amp; 6 crew on board flight #4U9525 when it crashed in French Alps http://t.co/inQlKOqZup",0.150,0.300,0.550,0.350685,0.6124,-0.8494,0.4386,0.075929706275,0.058,0.744,0.198,20,rumours
"BREAKING Authorities confirm last words from #germanwings #4U9525 A320 distress call were ""emergency, emergency"" http://t.co/wFg8KTSve2",0.333,0.111,0.556,0.27608888888888894,0.7306,-0.5256,0.2023,0.05262002987654321,0.150,0.598,0.252,9,rumours
The latest: Airline Germanwings now says there were 144 passengers and six crew aboard  plane that crashed: http://t.co/IwITH21l6h,0.000,0.286,0.714,0.25357142857142856,0.0258,-0.5255,0.2789,0.031110964897959177,0.052,0.698,0.249,7,rumours
We must confirm to our deepest regret that Germanwings Flight 4U 9525 from Barcelona to Düsseldorf has suffered an accident over the...,0.667,0.000,0.333,0.5296333333333333,0.8316,-0.4391,0.4391,0.048028068888888886,0.352,0.571,0.077,3,rumours
We must confirm to our deepest regret that Germanwings Flight 4U 9525 from Barcelona to Düsseldorf has suffered an accident over the 1/5,0.353,0.294,0.353,0.39721764705882356,0.7964,-0.8442,0.4215,0.09509587439446368,0.098,0.737,0.165,17,rumours
NEWS: 'Emergency Emergency' was the final distress call that was sent from the cockpit of flight #4U9525  - @PollyR_Aviation,0.226,0.387,0.387,0.28135806451612894,0.7269,-0.9319,0.2564,0.08257744695109258,0.071,0.825,0.103,31,rumours
148 people were on board the #Germanwings plane which crashed in the French Alps. Here's what we know so far http://t.co/5sZVPg9XFR,0.125,0.500,0.375,0.244575,0.5093,-0.4939,0.23835,0.059909254375000005,0.057,0.791,0.152,8,rumours
'No survivors' in #Germanwings crash says French transport minister adding it crashed after pilot issued distress signal in good weather,0.000,0.333,0.667,0.5115333333333333,0.0,-0.886,0.6486,0.14022630222222224,0.000,0.600,0.400,3,rumours
UPDATE: No survivors are expected among the 150 people aboard #Germanwings plane. http://t.co/hd7zdUJtH4 http://t.co/iibVTBuIqz,0.250,0.250,0.500,0.251075,0.4215,-0.5256,0.23935,0.05125870687499999,0.146,0.700,0.154,4,rumours
Germanwings flight #4U9525 crashes in French Alps: plane was at low altitude when 'mayday' call received - live http://t.co/zViQibyimM,0.333,0.333,0.333,0.2924,0.4753,-0.4019,0.4019,0.04364680666666667,0.326,0.548,0.126,3,rumours
"#4U9525 - The Airbus 320 plunged at a rate of 5,000 feet per minute before crashing.  - @PollyR_Aviation",0.200,0.200,0.600,0.3942,0.3612,-0.6597,0.3612,0.056991276,0.030,0.597,0.372,5,rumours
"@FRANCE24 reporter James André at French Civil Aviation Authority HQ: ""#Germanwings plane did NOT report distress signal"", no mayday.",0.500,0.000,0.500,0.16215,0.2732,-0.0511,0.16215,0.012332102499999999,0.325,0.412,0.264,2,rumours
#BREAKING Germanwings crew did not send distress signal: aviation official,0.667,0.111,0.222,0.3768666666666666,0.4404,-0.5423,0.4168,0.02019974,0.156,0.755,0.089,9,rumours
Update - AFP: Aviation official says #Germanwings crew did not send a distress signal,0.286,0.429,0.286,0.23671428571428568,0.4215,-0.6771,0.2584,0.05514544693877552,0.082,0.823,0.095,7,rumours
BREAKING #Germanwings pilots did not send mayday signal. ATC declared the emergency. http://t.co/wFg8KTSve2,0.000,0.222,0.778,0.37187777777777775,0.0,-0.7269,0.3818,0.055329952839506175,0.012,0.669,0.319,9,rumours
"150 people were on board plane that crashed in France today, #Germanwings CEO says. http://t.co/HAhU3MmiMf http://t.co/QFCbhPWSJI",0.200,0.400,0.400,0.34662,0.7184,-0.8883,0.4019,0.09829072026666669,0.114,0.693,0.193,15,rumours
Germanwings Airbus A320 plane crash: Two babies and 16 children among 150 dead http://t.co/UGlaM0vpoK http://t.co/9yCcn7Hzz8,1.000,0.000,0.000,0.42775,0.7783,0.0772,0.42775,0.1228853025,0.371,0.567,0.062,2,rumours
#Germanwings crew didn't send distress signal; it was sent by air traffic control - civil aviation authorities to AFP http://t.co/cN6iVJDoo7,0.444,0.333,0.222,0.3132444444444445,0.6987,-0.5423,0.4168,0.07064942913580247,0.161,0.685,0.154,9,rumours
